Date,Supply Power,Load Power,Temperature,Holiday
20200531,32206.0,28776.0,29.201994925590597,2
20200601,37293.0,33660.0,29.28028314331057,0
20200602,38452.0,34381.0,29.175090274346307,0
20200603,38653.0,34490.0,29.85847073645726,0
20200604,38689.0,34935.0,30.119237862436076,0
20200605,38543.0,34861.0,30.175484968302218,0
20200606,34992.0,30752.0,29.687213676085637,2
20200607,32656.0,28121.0,27.447358143174476,2
20200608,36941.0,32361.0,26.423206386247532,0
20200609,36875.0,32360.0,27.131237238823054,0
20200610,38137.0,33770.0,29.052577575019956,0
20200611,38206.0,34220.0,29.521176487929605,0
20200612,38596.0,35010.0,30.099939944524372,0
20200613,35316.0,31552.0,30.382866366688987,2
20200614,34393.0,29821.0,28.831206865517018,2
20200615,40129.0,35096.0,29.70409806602286,0
20200616,39696.0,35674.0,30.194748898203127,0
20200617,40135.0,36160.0,30.501200773118683,0
20200618,40155.0,35964.0,30.65608162455964,0
20200619,40202.0,36340.0,30.735714341197426,0
20200620,38988.0,35313.0,30.77288665613082,0
20200621,35108.0,31624.0,30.53254224510352,2
20200622,40476.0,36627.0,30.81880588380969,0
20200623,40615.0,36847.0,31.295630990142254,0
20200624,41256.0,37170.0,30.926079636166204,0
20200625,35231.0,31852.0,30.918945609580206,2
20200626,34259.0,30352.0,29.25092619317215,2
20200627,34086.0,30466.0,30.394669191210728,2
20200628,34519.0,31107.0,30.509740644627243,2
20200629,40364.0,36351.0,30.64201697957105,0
20200630,41328.0,36682.0,30.28749818576683,0
20200701,40360.0,36331.0,29.340199859534167,0
20200702,40305.0,35847.0,28.26153893578321,0
20200703,39929.0,35798.0,29.48188290399387,0
20200704,36211.0,31924.0,30.2158763399102,2
20200705,34694.0,31219.0,30.49857850358929,2
20200706,40904.0,35888.0,30.374119545687265,0
20200707,40936.0,36326.0,30.507258431145964,0
20200708,41421.0,37106.0,30.703588233628334,0
20200709,41053.0,36686.0,30.862118224332253,0
20200710,41209.0,36830.0,31.014971318143377,0
20200711,36606.0,32935.0,30.96927908291454,2
20200712,35741.0,32223.0,31.38569205663429,2
20200713,41502.0,37528.0,31.63693406858018,0
20200714,41714.0,37790.0,31.12812946123223,0
20200715,40965.0,36755.0,30.124091346708717,0
20200716,40988.0,35903.0,30.272574256341773,0
20200717,41138.0,36882.0,30.80583706929279,0
20200718,37514.0,33193.0,31.385345968530782,2
20200719,35959.0,31831.0,30.50149188835174,2
20200720,41789.0,37521.0,29.206177750629777,0
20200721,41958.0,36825.0,29.641711197566366,0
20200722,41633.0,37367.0,30.514856204169778,0
20200723,41868.0,38020.0,30.209646955883414,0
20200724,41686.0,37557.0,31.328971045236226,0
20200725,37535.0,32838.0,30.396814784546166,2
20200726,35266.0,30548.0,29.324021229999016,2
20200727,41325.0,36760.0,28.832742130325947,0
20200728,40863.0,36333.0,28.404198641666117,0
20200729,41198.0,36353.0,29.658991663732394,0
20200730,41052.0,35592.0,30.006975438295182,0
20200731,40438.0,36300.0,31.086401988320038,0
