Date,Supply Power,Load Power,Temperature,Holiday
20200801,36803.0,32682.0,30.70940897864529,2
20200802,34564.0,30754.0,29.634790456910302,2
20200803,38616.0,33718.0,26.41801222063791,0
20200804,38389.0,34036.0,27.16462597928071,0
20200805,39761.0,35374.0,29.23743207826013,0
20200806,40446.0,36593.0,30.386833300274994,0
20200807,40542.0,36682.0,30.26286027857202,0
20200808,36232.0,32361.0,30.17283682091181,2
20200809,34353.0,31166.0,30.01134715765244,2
20200810,40137.0,36411.0,29.204158066452216,0
20200811,39551.0,35167.0,27.775446099522547,0
20200812,40807.0,36537.0,28.98761940375965,0
20200813,40952.0,36301.0,29.300745791269577,0
20200814,40963.0,35941.0,28.870287230801594,0
20200815,36145.0,31204.0,27.970722940341528,2
20200816,34343.0,29721.0,28.633211057228973,2
20200817,40123.0,35538.0,29.779942474206084,0
20200818,40515.0,36279.0,29.865273812662757,0
20200819,40865.0,36996.0,30.37180939459934,0
20200820,41202.0,36818.0,30.372523081663644,0
20200821,40685.0,36823.0,30.13047155138664,0
20200822,34383.0,30985.0,27.842563038524496,2
20200823,33542.0,30245.0,28.793519898582762,2
20200824,40178.0,36483.0,29.974050224090288,0
20200825,40885.0,37073.0,30.680491499541617,0
20200826,39623.0,35827.0,28.734939075710816,0
20200827,39652.0,35107.0,27.351585451712406,0
20200828,39394.0,35122.0,28.487415463462334,0
20200829,35312.0,31138.0,29.165243225287913,2
20200830,34763.0,30677.0,30.01462441046214,2
20200831,39916.0,35197.0,28.44035019088516,0
20200901,39898.0,35420.0,29.06843578024381,0
20200902,40360.0,36492.0,30.559667026363424,0
20200903,40285.0,35474.0,28.44652584364059,0
20200904,40850.0,35980.0,29.039841918134822,0
20200905,34680.0,30758.0,28.70495877554598,2
20200906,31794.0,27921.0,27.78868822486375,2
20200907,38299.0,33937.0,28.15735899761485,0
20200908,39289.0,35134.0,29.16823961981869,0
20200909,39546.0,35370.0,29.150760730214397,0
20200910,39693.0,35438.0,28.40083187751252,0
20200911,39682.0,35598.0,29.0236333006175,0
20200912,34694.0,31311.0,28.562509762302277,2
20200913,33054.0,30030.0,28.122739251406262,2
20200914,39358.0,35640.0,29.15304121136524,0
20200915,40037.0,36312.0,29.404892934096225,0
20200916,40254.0,36521.0,29.745556442208184,0
20200917,40570.0,36846.0,30.264010513102754,0
20200918,40622.0,36893.0,29.941432663463093,0
20200919,35803.0,32486.0,29.48727804351872,2
20200920,33402.0,29517.0,27.832833843520472,2
20200921,38959.0,34397.0,28.022133100279678,0
20200922,39362.0,34237.0,27.776815497701115,0
20200923,39461.0,34689.0,27.98556888755718,0
20200924,38959.0,33525.0,26.375850946456314,0
20200925,37286.0,32012.0,25.483356706589277,0
20200926,35642.0,31095.0,25.794689900839046,0
20200927,31297.0,26808.0,24.136939536509225,2
20200928,35668.0,31113.0,24.483445667470523,0
20200929,36005.0,31746.0,25.88496316456821,0
20200930,36008.0,30723.0,24.120052192422417,0
20201001,31043.0,26398.0,26.225634935736235,2
20201002,30535.0,27075.0,27.31102473944309,2
20201003,30966.0,27548.0,28.076590071011516,2
20201004,31872.0,28281.0,28.62612093921406,2
20201005,37047.0,32508.0,26.09806311152196,0
20201006,36139.0,31900.0,25.378572421588583,0
20201007,35407.0,31307.0,25.070015338947687,0
20201008,35531.0,30813.0,25.042573454501174,0
20201009,31793.0,27483.0,24.654423343579893,2
20201010,30682.0,27387.0,25.177519313135146,2
20201011,30519.0,27431.0,26.41231862637794,2
20201012,36424.0,33063.0,27.04690447020324,0
20201013,36854.0,33389.0,26.212520114058307,0
20201014,36790.0,32798.0,26.42973476323959,0
20201015,36608.0,32682.0,26.485341644340817,0
20201016,36679.0,32878.0,26.256965630885556,0
20201017,32108.0,28021.0,24.741325947103103,2
20201018,30516.0,26570.0,24.088461654435083,2
20201019,35551.0,31046.0,24.244709634925215,0
20201020,35876.0,31632.0,25.085013519668614,0
20201021,35676.0,32367.0,25.91589125744814,0
20201022,35543.0,31202.0,23.223307451190934,0
20201023,33701.0,29698.0,20.979808766827265,0
20201024,30683.0,26791.0,23.184623932782888,2
20201025,30151.0,26126.0,24.669564442754726,2
20201026,34595.0,31092.0,25.76261622177969,0
20201027,35071.0,31669.0,26.15129847106551,0
20201028,35429.0,31959.0,26.125496720679898,0
20201029,34978.0,31271.0,25.22290226174707,0
20201030,34479.0,30264.0,23.944150725726903,0
20201031,30482.0,26763.0,23.736614219196554,2
20201101,29696.0,26127.0,24.97038088284791,2
20201102,33953.0,30430.0,24.707492163705393,0
20201103,33163.0,29974.0,22.641439073294897,0
20201104,33339.0,29788.0,22.64726287643771,0
20201105,33663.0,30344.0,23.66919575510112,0
20201106,35055.0,31792.0,25.938553578640292,0
20201107,31405.0,28206.0,25.755410683978596,2
20201108,29547.0,25619.0,21.515264457855753,2
20201109,33448.0,29368.0,21.12833748718569,0
20201110,33402.0,29812.0,21.084251942353347,0
20201111,33320.0,29612.0,22.62089861438152,0
20201112,33593.0,30403.0,22.905492877227314,0
20201113,33559.0,30186.0,22.753125389337647,0
20201114,30510.0,27146.0,22.843424708299132,2
20201115,29565.0,26102.0,24.509398660528642,2
20201116,34111.0,30964.0,25.0535307194553,0
20201117,34607.0,31405.0,25.618389079603812,0
20201118,35177.0,31816.0,25.58349297667757,0
20201119,35383.0,32069.0,26.2618367483119,0
20201120,35666.0,32023.0,26.007957506484907,0
20201121,31603.0,28675.0,25.281503341644708,2
20201122,29650.0,26885.0,24.760899775246095,2
20201123,33976.0,30832.0,23.316913203599068,0
20201124,34084.0,30950.0,23.683006043529485,0
20201125,34797.0,31491.0,24.621090915451813,0
20201126,34573.0,31429.0,25.20514687475134,0
20201127,33669.0,30174.0,22.68387940757741,0
20201128,29814.0,26837.0,21.19511139620999,2
20201129,28529.0,25242.0,20.382996869151906,2
20201130,32437.0,29117.0,20.22246009956157,0
20201201,32814.0,29577.0,20.418773522721843,0
20201202,32582.0,29532.0,20.65877061627903,0
20201203,32478.0,29310.0,18.296983966184957,0
20201204,32466.0,29382.0,18.4165225830668,0
20201205,30262.0,26644.0,19.39810035949493,2
20201206,28297.0,25606.0,20.618373214046855,2
20201207,32832.0,29726.0,21.445243589816517,0
20201208,33028.0,29864.0,19.905012115377215,0
20201209,33229.0,30135.0,19.87921401639388,0
20201210,33283.0,30197.0,21.683099622180784,0
20201211,33050.0,29921.0,21.43385369791331,0
20201212,29946.0,26664.0,20.936617252857406,2
20201213,28289.0,25459.0,20.954776080049015,2
20201214,32639.0,29617.0,19.24605514302457,0
20201215,32714.0,29702.0,17.319761609303256,0
20201216,32818.0,29798.0,17.37927867740705,0
20201217,32878.0,29878.0,18.16752725386475,0
20201218,32849.0,29802.0,19.514281594553307,0
20201219,29790.0,26743.0,17.900745381480714,2
20201220,29274.0,25658.0,17.559193004622724,2
20201221,32722.0,29650.0,16.89768701097127,0
20201222,33107.0,29908.0,19.275352906195106,0
20201223,33388.0,30312.0,19.638443015157964,0
20201224,33402.0,29857.0,19.172747425776684,0
20201225,32717.0,29299.0,18.53227646950134,0
20201226,29798.0,26732.0,20.281489916472186,2
20201227,28846.0,25977.0,20.253495795657987,2
20201228,32626.0,29491.0,20.96745081295077,0
20201229,33114.0,30020.0,21.704586571047635,0
20201230,32211.0,29093.0,14.005329646701448,0
20201231,31598.0,28444.0,10.671264540547476,0
20210101,28487.0,25720.0,13.801993102947588,2
20210102,28421.0,25485.0,15.01232510348851,2
20210103,28513.0,25476.0,17.718114912504266,2
20210104,32766.0,29734.0,18.156633310464667,0
20210105,33117.0,30050.0,17.477831804667957,0
20210106,33429.0,30327.0,16.09326511388491,0
20210107,33602.0,30500.0,13.241629631233446,0
20210108,33518.0,30412.0,8.94470669912439,0
20210109,31269.0,28068.0,10.129530755663513,2
20210110,30161.0,27255.0,13.36476700781284,2
20210111,33772.0,30679.0,12.370785454550349,0
20210112,33749.0,30633.0,11.08930267574392,0
20210113,33108.0,29994.0,13.805014990015525,0
20210114,33153.0,30021.0,15.362974517921625,0
20210115,32864.0,29555.0,16.25466060521656,0
20210116,30167.0,27121.0,17.37357757238997,2
20210117,29746.0,26712.0,14.59612041872104,2
20210118,33095.0,29938.0,14.60235111162569,0
20210119,33148.0,29990.0,17.050926749751053,0
20210120,33134.0,29984.0,19.5833035869431,0
20210121,33359.0,30285.0,21.698059882141052,0
20210122,33192.0,30095.0,21.788251848652372,0
20210123,30421.0,27218.0,19.911242502469282,2
20210124,28790.0,25717.0,18.38640849601187,2
20210125,33063.0,29794.0,18.895087206434447,0
20210126,33152.0,29933.0,18.556375865197325,0
20210127,32652.0,29588.0,18.35405987920525,0
20210128,32843.0,29557.0,16.544128107828048,0
20210129,32472.0,29269.0,15.867049525675503,0
20210130,30109.0,26662.0,17.64416807753303,2
20210131,28364.0,25458.0,18.14149385044529,2
